,국가,날짜,구분,분야,제목,본문1,본문2,본문3,제목_현지공용어,본문1_현지공용어,본문2_현지공용어,본문3_현지공용어,출처,링크
283,베트남,2022-02-12,수원국,기후행동,"베트남, 동남아시아재해위험보험기구(SEADRIF) 가입","정부 산하 베트남 재무부(Ministry of Finance)는 동남아시아재해위험보험(Southeast Asia Disaster Risk Insurance Facility, SEADRIF) 가입 양해각서를 체결함. 베트남은 SEADRIF의 8번째 회원국임.","이 기구는 ASEAN 국가 및 중국, 일본, 한국(ASEAN+3)이 동남아시아 지역의 기후변화 및 자연재해 위험에 대한 금융 회복력 강화 협력을 위한 역내 협의체임.","SEADRIF 가입을 통해 베트남은 재해와 기후변화에 대응하여 국가와 국민을 재정적으로 보호하기 위한 지역, 국제 기술 및 금융 솔루션에 접근할 수 있게됨.",Vit Nam joins the Southeast Asia Disaster Risk Insurance Facility,"The Ministry of Finance, acting under Government authority, has signed a Memorandum of Understanding (MoU) to become the eighth member of the Southeast Asia Disaster Risk Insurance Facility (SEADRIF).","The facility is a regional platform for countries in ASEAN, and China, Japan and Korea (ASEAN+3) to work together to strengthen financial resilience against climate and disaster risks in the region.","By joining SEADRIF, Vit Nam will have access to regional and international technical and financial solutions to increase financial protection for the country and its population in the face of disaster and climate shocks.",Viet Nam News,https://vietnamnews.vn/environment/1153969/viet-nam-joins-the-southeast-asia-disaster-risk-insurance-facility.html
284,파라과이,2022-02-12,수원국,인권,"파라과이, 멕시코-독일과 삼각협력 체결",파라과이 지속가능한사회개발부(MDS) 대표단이 독일-멕시코-파라과이 삼각협력 '사회연대경제: 코로나19 이후 취약계층 경제 재활성화 전략' 프로젝트 관련 조사를 위해 멕시코를 방문함. ,이들의 삼각협력 구상은 멕시코가 경제사회부문(OSE) 강화를 위해 29년 이상 개발·시행해온 사회·연대 경제를 자본화하고 파라과이 현실에 적용하는 것을 목표로 함.,프로젝트의 주요 목적은 사회 및 경제 부문 연대 촉진을 기반으로 한 경제 재활성화 전략 개발을 통해 코로나19 대유행이 취약계층에 미치는 영향을 경감하기 위함임. ,Authorities in Mexico exchange perspectives on triangular cooperation,A delegation from the Ministry of Social Development (MDS) made a working visit to Mexico City to analyze perspectives within the framework of the Germany-Mexico-Paraguay triangular cooperation project “Social and Solidarity Economy: a strategy for the reactivation of the economy of the vulnerable population in the post-pandemic covid-19”.,"This triangular cooperation initiative between Germany, Mexico and Paraguay seeks to capitalize and adapt to the Paraguayan reality the experience of more than 29 years of promoting the social and solidarity economy that Mexico has developed and implemented to strengthen the Organizations of the Social Sector of the Economy. (OSSE).",The main objective of the project is to contribute to mitigating the effects of the Covid-19 pandemic on vulnerable populations through the development of an economic reactivation strategy based on the promotion of the social and solidarity economy.,IP 정부 정보 사이트,https://www.ip.gov.py/ip/autoridades-intercambian-en-mexico-perspectivas-sobre-cooperacion-triangular/
285,에티오피아,2022-02-12,수원국,교육,"에티오피아, 우수 학생을 위해 50개 학교 건립 에정",교육부는 각 지역과 시 행정에 50개의 특수 학교를 설립하기 위한 재원마련에 착수했다. 교육부는 해당 학교 설립을 통해 특별히 선정된 우수 학생들을 육성할 방안이다.  ,"이 학교들은 과학, 기술, 수학과 인문학 교육의 중심지가 될 예정이다. 내년부터 교육부는 1년 내 에티오피아 전체 region(행정구역)과 두 개 행정도시에 13개의 모델 고등학교  설립 후,  37개 학교의 설립을  5년 안에 완료할 예정이다. 에티오피아 건축가 협회와 에티오피아 토목 공학 협회는 설계와 감독 작업을 지원할 예정이다.","더불어, 세계은행과 손잡고 모범학교 50곳을 추가로 설립할 예정이다. 8학년 이상 학생들은 입학시험을 통과한 후 이들 학교에 입학할 수 있는 기회를 얻게 된다.",Ministry to build 50 schools for excelling students,Officials at the Ministry of Education edge closer to construct 50 special schools in each region and city administration for selected high performing students. This has been disclosed during the Minister's report to the Parliament. The Ministry has already started resource mobilization for this project.,"These schools will be centers of science, technology, and mathematics, and humanities education. Starting from next year, the Ministry will build 13 model high schools in every region and in the two city administrations in one year. According to the Ministry, the construction of the rest 37 schools will be completed in five years. The Association of Ethiopian Architects (AEA) and The Ethiopian Association of Civil Engineers are set to support the design and the supervision works.","In addition, 50 additional model high schools will be constructed in collaboration with the World Bank. It was further learnt that Students who are in grade eight and above will get the chance to join one of such schools after passing an entrance exam administered in order to be admitted. Teachers and directors of these schools will get special trainings as well.",Ethiopian Reporter,https://www.thereporterethiopia.com/article/ministry-build-50-schools-excelling-students
286,페루,2022-02-12,KOICA,교육,2022 첫 번째 회의: 한국과 페루의 미래 개발에 대한 연구,"한-페 학술 연합 (Asapec) 과 주페루 한국 대사관은 대한민국에 있는 페루 연구진과 함께 ""2022 첫 번째 회의: 한국과 페루의 미래 개발에 대한 연구""라는 이름의 만남을 가질 예정임.",페루의 학생들은 한국에서 수행해온 그들의 인문 과학 연구에 대해 2월 13일과 18일(한국시간 2월 14일과 19일) 이틀에 걸쳐 발표할 예정임.,"이 2022년 첫 번째 회의는 회의에서 발표를 진행하는 외교부, 주한 페루 대사관, CONCYTEC, KOICA, 페루 여러 대학 및 과학 이니셔티브들이 지원함.  ",Primer Encuentro 2022: Investigacin para el futuro desarrollo de Corea y Per,"La Asociacin Acadmica Peruano-Coreana (Asapec) y la Embajada de la Repblica de Corea en Per est co-organizando el primer encuentro virtual de investigadores peruanos en Corea del Sur bajo el nombre ""Primer Encuentro 2022: Presentacin de Proyectos de Investigacin para el futuro desarrollo de Corea y Per"".","Los estudiantes peruanos estarn compartiendo sus investigaciones cientficas-humansticas realizadas en Corea del Sur en dos fechas: domingo 13 de febrero, 6:30 pm (Per)/ lunes 14 de febrero, 8:30 am (Corea del Sur) y viernes 18 de febrero, 7:00 pm (Per)/ sbado 19 de febrero, 9:00 am (Corea del Sur).","Este primer encuentro 2022, es auspiciado por el Ministerio de Relaciones exteriores, Embajada del Per en Corea, Concytec, Koica, universidades peruanas y diferentes iniciativas cientficas que que estarn dando su ponencia virtual.",Andina,https://andina.pe/agencia/noticia-primer-encuentro-2022-investigacion-para-futuro-desarrollo-corea-y-peru-880727.aspx
287,모로코,2022-02-12,공여국,에너지,"EU, 모로코 녹색 에너지 부문에 18억 달러 투자","유럽연합은 모로코 녹색 에너지 부문에 16억 유로 투자 예정. 이는 유럽의 '글로벌 게이트웨이' 프로그램의 일환으로, 대규모 EU투자를 두고 '녹색 및 디지털 전환을 위한 좋은 기회'라고 설명함. 이 프로그램은 최대 3,000억 유로의 투자를 제공함에 따라 '유럽이 전 세계와의 보다 탄력적인 관계를 구축할 수 있는 방법에 대한 템플릿'임.","이런 EU 발표는 모로코가 중국의 일대일로 이니셔티브에 합류하기로 한 협정 체결 후 약 한 달 만에 나온 것으로, EU의 글로벌 게이트웨이 투자 계획은 EU 외부지역 자금조달을 통해 중국의 일대일로 프로그램과 경쟁하려는 것으로 보임.",,EU to Invest $1.8 Billion in Morocco’s Green Energy Sector,"The European Union is set to invest €1.6 billion ($1.8 billion, MAD 17 billion) in Morocco’s green energy sector, according to European Commission President. She described the massive EU investment as a “great opportunity for the green and digital transition,” as part of Europe’s “Global Gateway” program. The investment scheme as “a template for how Europe can build more resilient connections with the world,” as the program offers up to €300 billion in investments.","The EU announcement comes roughly a month after Morocco signed a landmark agreement with China, joining the Chinese Belt and Road initiative. The EU’s Global Gateway investment scheme attempts to compete with China’s Belt and Road program by offering financing for investments outside the EU.",,Morocco World News,https://www.moroccoworldnews.com/2022/02/347051/eu-to-invest-1-8-billion-in-moroccos-green-energy-sector
288,스리랑카,2022-02-13,공여국,에너지,"EU와 IFC, 남아시아 인프라 투자 활성화","인도를 포함한 남아시아 6개국은 유럽연합(EU)으로부터 2,150만 달러(1,800만 유로) 자금 지원을 받을 예정임. 이는 해당 지역의 기후 스마트 포괄적 인프라 투자를 가속화하는데 지원이 될 것임. 이는 신흥 민간 시장을 중심으로 한 최대 글로벌 개발기관 IFC의 '기후 스마트·포용적 남아시아 인프라 가속화(ACSIIS)' 프로그램에 따라 프로젝트로 추진될 예정임.","ACSIIS는 방글라데시, 부탄, 인도, 몰디브, 네팔, 스리랑카의 기업과 국민들의 혜택을 위해 에너지, 물, 폐기물 관리, 운송, 물류 및 친환경 건물에 대한 투자를 촉진하는 5개년 프로그램(2021-2026)임. ACSIIS는 이 지역에 민간 부문 투자 8억 5천만 달러를 활용할 예정임.",,EU and IFC to boost infrastructure investments in S. Asia,"Six South Asian nations, including India, are set to benefit from a new USD$ 21.5 million (EUR 18 million) funding from the European Union (EU), which will help to accelerate climate-smart, inclusive infrastructure investments in their regions. IFC, the largest global development institution, focused on the private sector in emerging markets, will implement the project under the program, Accelerating Climate-Smart and Inclusive Infrastructure in South Asia (ACSIIS).","ACSIIS is a five-year program (2021-2026) to help spur investments in energy, water, waste management, transport, logistics, and green buildings to benefit people and businesses in Bangladesh, Bhutan, India, Maldives, Nepal, and Sri Lanka. ACSIIS would leverage USD$ 850 million of private sector investments in the region.",,Sunday Observer,http://www.sundayobserver.lk/2022/02/13/business/eu-and-ifc-boost-infrastructure-investments-s-asia
289,기니,2022-02-13,수원국,기타,EXPO 2020: 기니 투자 포럼 제 2회 개막,"""정보를 통해 잡는 기회""라는 주제로 열린 기니 투자 포럼(GUIF)의 두 번째 행사가 2022년 2월 12일 토요일 두바이에서 정부관계자들, 에미레이트 경제 그리고 IFC, BADEA, EGA, Topaz, GPC 그룹과 같은 다른 국제 금융 및 경제 관계자들이 참석한 가운데 시작됨.","2월 12일부터 14일까지, 민간투자진흥기관(APIP)과 그 파트너들이 주최하는 기니 투자 포럼은 기니의 인프라, 광업, 농업 및 에너지 등 유망한 분야의 투자 전망에 정보를 교환하는 고위급 교류 플랫폼임. 이 포럼은 기니 경제의 다각화를 촉진하는 새로운 당국에 의해 수행된 개혁에 대한 토론을 허용함. 3일 동안, 에미레이트 투자자들은 전략적 파트너십을 구축하기 위해 새로운 당국 뿐만 아니라 국가 민간 부문과도 대화형 세션을 통해 논의할 기회를 갖게 됨. 기니 정부는 아랍 연합의 엄청난 잠재력을 최대한 활용함으로써 외국인의 직접 투자를 강화하기 위해 특별히 이 두 번째 행사를 아랍에미리트로 이전함.",,EXPO 2020: Ouverture de la deuxime dition du Guinea Investment Forum,"Plac sous le thme  Saisir les opportunits  la source , la deuxime dition du Guinea Investment Forum (GUIF) a dmarr  Duba ce samedi 12 fvrier 2022 en prsence des membres du gouvernement, acteurs conomiques miratis et internationaux de la finance et de l’conomie, tels que, la SFI, BADEA, EGA, Topaz, GPC Groupe entre autres.","Du 12 au 14 fvrier, le GUIF qui est organis par l’agence de promotion des investissements privs (APIP) et ses partenaires est une plateforme d’change de haut niveau sur les perspectives d’investissement en Guine dans les domaines porteurs : infrastructures, mines, agriculture et nergie notamment. Ce forum permettra d’changer autour des rformes engages par les nouvelles autorits favorisant la diversification de l’conomie guinenne. Durant 3 jours, les investisseurs miratis auront l’occasion de discuter avec non seulement les autorits mais aussi le secteur priv national  travers des sessions interactives en vue de nouer des partenariats stratgiques. Le gouvernement guinen mise ainsi sur cette seconde dition spcialement dlocalise aux Emirats Arabe Unis pour intensifier les investissements directs trangers en valorisant les normes potentialits du pays.",,GUINEENEWS.ORG,https://guineenews.org/expo-2020-ouverture-de-la-deuxieme-edition-du-guinea-investment-forum/
290,베트남,2022-02-13,수원국,기후행동,"베트남, 탄소 시장 계획 수립",정부는 1월 26일 베트남 탄소시장 개발계획 No.648/VPCP-NN을 발행함. 이는 고시문 No.1775/QD-TTg 및 2020년 환경보호법에 따른 것임.,"베트남은 악명 높은 교통체증, 매년 1억 2,000만 톤이 넘는 고형 폐기물 배출 및 기후변화를 겪고 있음. 이에 베트남은 글로벌 탄소 배출 감축 목표 달성을 위해, 탄소 배출권 시장 구축을 위한 다양한 정책을 마련하고 있음.","세계은행(World Bank)에 따르면, 베트남과 같은 개발도상국의 탄소시장 참여는 온실가스 감축이라는 세계 목표에 부합할뿐만 아니라, 탄소 배출 감축 관련 최신 기술 전수 및 소득증대와 관련됨. 세계은행은 베트남이 국가 정책을 국제 기준에 맞추지 않으면, 저탄소 시장에 참여하는 과정에서 금융과 기술의 장벽을 극복하지 못할 것이라고 덧붙임.",Vietnam sets course for carbon market scheme,"The Government Office has issued Document No.648/VPCP-NN on January 26, approving the carbon market development scheme in Vietnam, which went in line with Decision No.1775/QD-TTg and Law on Environment Protection 2020","As a country heavily suffering from climate change and discharging over 120 million tonnes of solid waste per year, along with its infamous traffic jams, Vietnam has been regulating varying policies to build a carbon credit market, in an attempt to cut emissions along with global goals.","According to the World Bank, for developing countries like Vietnam, joining the market is not only about lining up with the world’s target of reducing GHGs but also about creating income and receiving modern technologies with fewer carbon emissions. The bank added if Vietnam cannot harmonise state policies with international ones, they will not be able to overcome barriers of finance and technologies in the process of participating in a low carbon market.",Vietnam Investment Review,https://vir.com.vn/vietnam-sets-course-for-carbon-market-scheme-91231.html
291,인도네시아,2022-02-13,수원국,보건,"인도네시아, G20에 글로벌 건강 기금 조성 촉구",Budi Gunadi Sadikin 보건장관은 20일(현지시간) 인도네시아가 주요 20개국(G20) 경제국에 보건 위기 시 긴급 자금을 지급할 수 있는 글로벌 기구를 설립할 것을 촉구할 것이라고 밝혔음.,"현재 시스템에서 국가는 긴급 자금, 백신, 치료제 또는 진단이 필요한 경우 ""기본적으로 자체적으로 해결함""이며 올해 G20 의장으로서 인도네시아는 이를 변경하려고 할 것이라고 Budi는 기자 회견에서 말했음.","그는 ""진출해 도움을 줄 수 있는 충분한 권한이나 돈이 있는 글로벌 의료 기관은 없다""며 ""기본적으로 스스로 자립해야 한다""고 말했음. 이 아이디어는 작년에 인도네시아와 미국이 국제 전염병 대응 시스템을 만들자는 제안에 추가됨.",Indonesia to urge G20 to establish global health fund,"Indonesia will urge the Group of 20 leading economies to establish a global body that can dispense emergency funds during a health crisis, functioning in a similar way to international financial institutions, Health Minister Budi Gunadi Sadikin said on Friday","Under the current system, countries are ""basically on their own"" if they need emergency funds, vaccines, therapeutics or diagnostics, and as G20 president this year, Indonesia will seek to change that, Budi told a news conference.","""There is no global health institution that has enough power or money to jump in and help, you are basically on your own,"" he said. The idea adds to a proposal by Indonesia and the United States last year to create an international pandemic response system.",The Jakarta Post,https://www.thejakartapost.com/indonesia/2022/02/13/indonesia-to-urge-g20-to-establish-global-health-fund.html
292,탄자니아,2022-02-14,공여국,인권,"국제개발처, 탄자니아에 추가 인도적 지원 제공","미국 국제개발처(USAID)는 이웃 부룬디와 콩고민주공화국의 불안정과 폭력으로 인해 탄자니아로 건너온 난민들의 수요에 대응하기 위해, 400만 달러의 추가 인도적 지원을 제공함.",이러한 추가 지원은 USAID의 파트너인 유엔 세계식량계획(WFP)이 탄자니아 난민들에게 식량을 제공하는데 사용될 것임.,"USAID의 지원과 함께, WFP는 235,000명의 난민들에게 시리얼, 콩류, 강화 식물성 기름, 소금을 포함해 매월 식량 배급을 함. 또한 WFP는 모유수유 여성과 임산부, 아이들이 영양실조 상태에 빠지지 않도록 필수 영양 지원을 제공함.",USAID PROVIDING ADDITIONAL HUMANITARIAN ASSISTANCE TO RESPOND TO NEEDS IN TANZANIA,The U.S. Agency for International Development (USAID) is providing $4 million in additional humanitarian assistance to respond to the needs of refugees who have fled to Tanzania from neighboring Burundi and the Democratic Republic of the Congo due to instability and violence.,This additional assistance will help USAID partner the United Nations World Food Programme (WFP) to provide cereals to refugees in Tanzania.,"With USAID support, WFP reaches 235,000 refugees in Tanzania with monthly food distributions, including cereals, pulses, fortified vegetable oil, and salt. WFP also provides vital nutrition assistance to children and pregnant and lactating women to prevent and treat malnutrition.",USAID,https://www.usaid.gov/news-information/press-releases/feb-14-2022-usaid-providing-additional-humanitarian-assistance-respond-needs-tanzania
293,세네갈,2022-02-14,공여국,교육,지겐쇼 - 교실 건설 후 : 이스라엘 대사 ICT 협력 옹호,"얼마 전부터 세네갈 주재 이스라엘 대사관은 학교기반시설을 건설함. 세네갈 주재 이스라엘 대사는 지겐쇼를 방문하여 Mlomp시의 Cem de Kagout와 Cem de Kandialang시 학교에 컴퓨터실을 개소함. 이러한 지원은 이스라엘 대사관에서 수행하는 스마트 학교 프로젝트의 일부이며, 이스라엘과 세네갈 간의 협력을 지방으로 확장시키는 것임. 컴퓨터실을 통해 해당 지역 및 국가의 기술교육 접근성 증대라는 교육 목표를 충족할 수 있도록 도움. 궁극적인 목표는 세네갈의 학교에 디지털 역량을 제공하는 것임. ","동 프로젝트는 건강, 지구 온난화, 교육 등의 분야에서 이스라엘이나 세네갈의 미래의 도전을 위한 필수조건임. Mlomp시의 Cem de Kagout 지역 여성 원예 시장을 방문하기 위해 남부 수도 방문을 마친 이스라엘 대사관은 이러한 접근 방식이 이스라엘에 기반을 둔 경영진과 함께 결정한 프로그램의 일부이며 주요 목표는 시간이 지나도 지속될 수 있는 분야 중 세네갈 파트너와 협력할 수 있는 것을 식별하는 것이라고 함. ","세네갈과 이스라엘의 협력관계는 1958년부터 시작되었고, 주로 농업에 중점을 두고 있지만, 다른 개발 분야 및 지역으로 확장시키려고 함. 이스라엘 대사는 연구, 물질적 지원, 교육 등의 분야에서 세네갈에 협력하고자 함. ",Ziguinchor  Aprs avoir connect plusieurs salles de classe : L’ambassadeur d’Isral prne une coopration en Tic,"Depuis quelque temps, l’ambassade isralienne  Dakar connecte les coles. En visite  Ziguinchor, l’ambassadeur d’Isral  Dakar a procd  l’inauguration de salles informatiques du Cem de Kagnout, commune de Mlomp, et du Cem de Kandialang, dans la commune de Ziguinchor. La rception de salles informatiques permet de porter la coopration entre Isral et le Sngal dans les rgions. Ces tablissements bnficiaires de ces matriels informatiques ont des besoins, des ncessits et le potentiel d’excellence qui les obligent  accder au niveau des technologies les plus leves pour pouvoir relever les dfis de leur rgion et de leur pays. C’est tout le sens de ce geste de l’Etat d’Isral qui s’inscrit dans le cadre du projet Smart school port par l’ambassade d’Isral. Le but est d’apporter  des coles du Sngal, des capacits en matire de numrique. ","Le projet constitue un outil indispensable aux dfis du futur ; que ce soit les dfis en Isral ou au Sngal et ce dans le domaine de la sant, du rchauffement climatique, de l’ducation, etc. L’ambassadeur isralien qui a saisi l’opportunit de sa prsence dans la commune de Mlomp pour visiter le Bloc maracher des femmes de Kagnout. Clturant sa visite dans la capitale du Sud, le diplomate isralien a indiqu que cette dmarche s’inscrit dans le cadre d’un programme de travail fix avec la direction base  Jrusalem et dont le but principal est d’identifier les axes de coopration sur lesquels ils peuvent trouver avec les partenaires sngalais, une convergence d’intrt et de valeur dans des domaines qui peuvent s’inscrire dans la dure.","Les relations entre Isral et le Sngal qui datent de 1958, l'ambassadeur estime qu’elles sont principalement axes d’abord sur l’agriculture avant de s’tendre, poursuit-il, dans d’autres domaines en fonction des dveloppements et des besoins cerns des deux cts. L'ambassadeur cherche  porter au Sngal une coopration dans les domaines de la recherche, l’assistance matrielle, la formation, etc.",LE QUOTIDIEN,https://lequotidien.sn/ziguinchor-apres-avoir-connecte-plusieurs-salles-de-classe-lambassadeur-disrael-prone-une-cooperation-en-tic/
294,감비아,2022-02-14,수원국,거버넌스평화,"감비아 재정경재부 장관, 미국과 2백만 달러 규모 지원 합의 발표 ","감비아 재정경제부 장관 Hon.Mambury Nije는 목요일 국회에서 USAID를 통해 감비아와 미국 간의 개발 목표 보조금 협정을 발표함. 그는 ""나는 이로써 국회가 민주주의와 평화, 안전성을 강화하기 위한 개발 목표 보조금 협정(DOAG)에 비준하도록 했다""라고 말함.","그는 감비아 정부가 양질의 거버넌스, 국민 소통, 사회통합, 국가적 화해 및 활성화되고 변화된 경제를 위한 국가 개발 전략 (2018-2021)을 시작한 바 있으며, NDP의 가장 중요한 목표와 전략적 우선순위에 맞춰 USAID가 DOAG를 통해 감비아에 지원을 제공했다고 말함. 그는 감비아 공무원들이 Adama Barrow 대통령의 리더십 아래 법의 지배에 기반한 민주주의 기관 강화와 감비아 국민에 대한 책무성을 높이는데 전념하고 있다고 말함.","재정경제부 장관은 DOAG의 개발목표와 활동을 강조하면서 정부의 노력을 강화하고 앞서 언급한 격차를 해소할 것이라고 말했으며, DOAG는 시민과 시민사회의 참여를 강화하고 감비아 정부의 법적, 실용적 책임 아래 산업 및 인적 자원을 강화함으로써 감비아의 민주적 결정 과정을 확장하고 보고, 강화할 것이라고 말했음. 또한 시민들이 안전하게 그들의 시민 정치적 권리를 행사하고 증진하기 위한 개선 작업이 보호되고 장려될 것이라고 말함. 마지막으로, 재정경제부 장관은 ""DOAG는 또한 정의가 안정적으로 구현되도록 관련 영역의 역량을 강화하고 시민권 및 참정권을 개선하는 데에도 목표를 두고 있으며, 정부 서비스가 투명하고 평등하고 효율, 효과적으로 전달되도록 정부 기관 역량을 강화하는 것도 DOAG의 목표 중 하나""라고 말함.","Finance minister presents Gambia, America $2 million Grant agreement","The Minister for Finance and Economic Affairs, Hon. Mambury Njie, before legislators on Thursday presented the Development Objective Grant Agreement between The Gambia and the United States of America through the United States Agency for International Development (USAID). “I hereby invite this august assembly to ratify the following agreement called the Development Objective Grant Agreement (DOAG) aimed at strengthening democracy, peace and stability in the country.” ","The Finance minister revealed that the government of the Gambia launched the National Development Plan (2018-2021) aimed to deliver good governance, accountability, social cohesion, national reconciliation and a revitalised and transformed economy for the wellbeing of all Gambians. According to him, in line with the overarching goal of the NDP and its strategic priorities, the United States Agency for International Development (USAID) is providing support to The Gambia through the Development Objective Grant Agreement (DOAG)"". “The DOAG is a grant initially amounting to US$2,000,000.00 (two million United States dollars) with possible increment to US$15,000,000.00 (fifteen million United States dollars) subject to the availability of funds by USAID and upon written notice to the government"". He added that the government of The Gambia under the leadership of President Adama Barrow is committed to strengthening democratic institutions and enhancing accountability to the Gambian people based on the rule of law.","Highlighting on the development objectives and activities under the DOAG, the Finance minister said to bolster government’s efforts and address the aforesaid gaps, the DOAG will contribute to expanding, protecting and strengthening the Gambia’s democratic progress by enhancing the agency of both citizens and civil society and also strengthening institutional and human capacity within the Executive, Legislative and Judiciary of the government of The Gambia. Under the development objectives and activities of DOAG, he added, is protecting and promoting the advancement of civic actors to exercise and promote their civic and political rights safely and securely. Furthermore, he said it aims at advancing the capabilities of the justice sector to safeguard and advance the civic and political rights, and to capacitate the institutions of governance to deliver government services transparently, equitably, efficiently and effectively are part of the development objectives and activities under the DOAG.",The point,https://thepoint.gm/africa/gambia/headlines/finance-minister-presents-gambia-america-2m-grant-agreement
295,몽골,2022-02-14,수원국,보건,몽골 국경폐쇄 해제,ㅇ 2.14.(월) L. Oyun-Erdene 총리는 내각회의 내용을 바탕으로 국가비상사태 종료 및 국경폐쇄 해제를 발표함.,ㅇ 몽골 방문 투자자 및 관광객은 코로나19 백신 접종 여부와 상관없이 입국 가능하며 입국 후 현지에서 백신접종이 가능한 것으로 확인됨 ,,Mongolia's borderis lifted.,ㅇ L. Oyun-Erdence stated the end of state emergency and the lifting of Mongolia's border based on the contents dealt with during the Cabinet meeting. ,ㅇ Investors and tourists visiting Mongolia can now enter the country regardless of their vaccination against Covid19 and they can also get vaccinated locally after entering the country. ,,ikon.mn,https://ikon.mn/n/2g가
296,팔레스타인,2022-02-14,수원국,인권,"노르웨이, Philippe Lazzarini 사무총장 오슬로 첫 공식 미션에서 UNRWA에 4년간 1억 2450만 달러 기부 발표",이는 기관의 핵심 서비스 및 인도적 서비스를 지원하는 것을 목표로 함.,"7억 크로네(약 7천 8백만 달러)로 지속적으로 팔레스타인 난민 필수 지원할 것. 이는 교육, 의료, 구호 및 사회 서비스를 포함함. 이중 4억 크로네(약 4천5백만 달러)는 향후 4년 동안 긴급 지원을 제공하는 데 사용될 것임.",노르웨이 인도적 지원은 아동 보호와 성적 및 젠더기반폭력 방지 이니시어티브를 타겟으로 함.,Norway announces US$ 124.5 million four-year contribution to UNRWA on Commissioner-General Philippe Lazzarini first official mission to Oslo,The contributions aims to support the Agency’s core and humanitarian services,"NOK 700 million will enable the continuation of vital assistance to Palestine refugees  including education, health care, relief and social services  while NOK 400 million will be used to deliver emergency assistance for the next four years.",Norwegian humanitarian assistance will be targeted towards child protection and initiatives to combat sexual and gender-based violence.,relief web,https://reliefweb.int/report/occupied-palestinian-territory/norway-announces-us-1245-million-four-year-contribution-unrwa
297,아제르바이잔,2022-02-14,국제기구,보건,"EU-WHO, 아제르바이잔 의료진에게 상 수여해",유럽연합(EU) 아제르바이잔 대표단과 세계보건기구(WHO)가 의료인에게 수료증과 의료용품 기부 행사를 가짐. 해당 내용은 아제르바이잔 EU 대표단 웹사이트에 게시됨.,행사에선 EU와 WHO의 프로젝트인 '건강을 위한 연대'와 '코로나 19 백신 접종 지원'의 틀 내에서 지속적인 의료 교육 활동 지원 및 적극적인 참여를한 50개 보건 시설과 의료 종사자들이 인정 받음.,"동 행사는 코로나19 대응을 지원한 프로젝트를 강조하고, 지속적인 의료 교육을 진행한 의료기관 및 의료종사자의 기여를 인정하고 감염예방 및 통제 물품을 전달하기 위해 개최됨. ""건강을 위한 연대"" 이니셔티브의 일환으로 의료기관의 감염예방 및 통제 조치 강화를 위해 EU는 TABIB에 총 1,000개의 손위생용품, 2,000개의 손소독제, 3,000개의 소형 손소독제(100ml), 3,000개의 벨트 클램프가 기부함.","EU, WHO award Azerbaijani health carers","The EU Delegation to Azerbaijan and the World Health Organization (WHO) have held a joint ceremony to award certificates and medical supplies to national health carers, the EU Delegation to Azerbaijan has reported on its website.","During the event, 50 health facilities and healthcare workers were acknowledged for their support and active participation in the continuous medical education activities within the framework of the EU and WHO projects ""Solidarity for Health"" and ""COVID-19 Vaccination Support"".","The ceremony was arranged to highlight the projects’ support to COVID-19 response, to acknowledge the contribution of healthcare facilities and healthcare workers to continuing medical education activities and to handover the infection prevention and control supplies. A total of 1,000 hand hygiene dispensers, 2,000 litres of hand sanitizer, 3,000 small hand sanitizers (100 ml) and 3,000 belt clamps were donated to TABIB (Health Area Management Union) to strengthen infection prevention and control measures in health facilities as part of the ""Solidarity for Health"" initiative.",azernews.az,https://www.azernews.az/healthcare/189201.html
